"gene","module","moduleLabel"
"FAM83F",5,"green"
"WBP2",1,"turquoise"
"DUSP5",3,"brown"
"SUMO1",2,"blue"
"NME4",1,"turquoise"
"TRIB1",3,"brown"
"CCR1",8,"pink"
"RPIA",1,"turquoise"
"MYL9",1,"turquoise"
"BANF1",2,"blue"
"HLA-DMB",5,"green"
"SMNDC1",2,"blue"
"MYH9",3,"brown"
"HLA-DMA",7,"black"
"C1QB",1,"turquoise"
"GFI1B",1,"turquoise"
"TSC22D3",1,"turquoise"
"GBP4",8,"pink"
"PEBP1",1,"turquoise"
"GBP3",2,"blue"
"VNN3",3,"brown"
"TRIP12",2,"blue"
"TOB1",2,"blue"
"COMMD6",5,"green"
"SSH2",3,"brown"
"MSN",3,"brown"
"LEMD3",1,"turquoise"
"CNTNAP2",2,"blue"
"PIM1",1,"turquoise"
"ITGAM",3,"brown"
"GSK3B",3,"brown"
"HMOX1",4,"yellow"
"RPS24",0,"grey"
"SMC3",2,"blue"
"BTG2",2,"blue"
"TLR8",3,"brown"
"MARCO",1,"turquoise"
"TNFSF13B",2,"blue"
"CHSY1",2,"blue"
"CYP51A1",2,"blue"
"CD8B",2,"blue"
"CCL20",1,"turquoise"
"STAT2",8,"pink"
"TRAM1",1,"turquoise"
"CECR6",3,"brown"
"SOCS2",4,"yellow"
"NOV",3,"brown"
"OSCAR",3,"brown"
"ARHGDIA",0,"grey"
"ZBP1",8,"pink"
"TMED5",6,"red"
"FHIT",0,"grey"
"LRCH4",3,"brown"
"KCNJ15",3,"brown"
"EEF1G",3,"brown"
"CSF1R",0,"grey"
"HIP1",1,"turquoise"
"NDUFA4",1,"turquoise"
"OPTN",0,"grey"
"LIPA",0,"grey"
"CASP5",1,"turquoise"
"SLC2A5",1,"turquoise"
"CDC42SE1",3,"brown"
"SLC39A8",2,"blue"
"SIGLEC10",4,"yellow"
"KLHDC8B",1,"turquoise"
"MT1X",2,"blue"
"R3HDM1",2,"blue"
"RMI1",2,"blue"
"TMCC2",1,"turquoise"
"ADAM17",2,"blue"
"S100A10",0,"grey"
"RPS21",5,"green"
"GPX3",1,"turquoise"
"ITGB7",4,"yellow"
"PLEKHA1",4,"yellow"
"RPS10",5,"green"
"IL13RA1",3,"brown"
"EDEM3",2,"blue"
"KIAA1147",4,"yellow"
"HCLS1",3,"brown"
"YBX1",0,"grey"
"HCCS",2,"blue"
"PIK3R2",2,"blue"
"TMEM71",3,"brown"
"C1GALT1",2,"blue"
"BDKRB1",1,"turquoise"
"DNAJB2",1,"turquoise"
"AP1S2",1,"turquoise"
"ANKRD55",1,"turquoise"
"PRKCH",4,"yellow"
"NPL",3,"brown"
"RPS5",5,"green"
"REPS2",3,"brown"
"CD46",6,"red"
"PAQR8",4,"yellow"
"IFNGR1",6,"red"
"RNF123",1,"turquoise"
"NT5C2",2,"blue"
"CEACAM3",3,"brown"
"TBC1D22B",1,"turquoise"
"KIAA1598",2,"blue"
"CCR2",1,"turquoise"
"LRRK2",3,"brown"
"CRISP3",1,"turquoise"
"MYBPH",1,"turquoise"
"MID1IP1",2,"blue"
"ADRB2",1,"turquoise"
"CDKN1C",1,"turquoise"
"DMXL1",2,"blue"
"ITPK1",3,"brown"
"PTPLB",1,"turquoise"
"FBL",5,"green"
"OSR2",1,"turquoise"
"EMR2",3,"brown"
"RPS17",5,"green"
"TXN",3,"brown"
"C1D",2,"blue"
"ALPK1",3,"brown"
"BLK",4,"yellow"
"HEBP1",1,"turquoise"
"KIR3DL3",1,"turquoise"
"POMZP3",1,"turquoise"
"HOXA5",1,"turquoise"
"SPIB",3,"brown"
"FURIN",1,"turquoise"
"RPS14",5,"green"
"CLEC5A",1,"turquoise"
"AMFR",1,"turquoise"
"ZNF146",1,"turquoise"
"SNRPF",5,"green"
"NFKBIZ",3,"brown"
"VIM",4,"yellow"
"LGALS9",1,"turquoise"
"CLIP1",2,"blue"
"TGFBI",0,"grey"
"ALDH5A1",1,"turquoise"
"EPB41L3",5,"green"
"ANKDD1A",0,"grey"
"HIST1H2BK",1,"turquoise"
"RBBP7",2,"blue"
"PTPN12",6,"red"
"PRSS33",0,"grey"
"STAMBPL1",4,"yellow"
"CCDC91",2,"blue"
"TCL1A",2,"blue"
"TCEA3",4,"yellow"
"EGR2",1,"turquoise"
"ZNF394",2,"blue"
"EIF1AX",2,"blue"
"PPP4R1",3,"brown"
"SERPINE2",1,"turquoise"
"FCAR",3,"brown"
"CTSS",2,"blue"
"LTB",4,"yellow"
"MMRN1",1,"turquoise"
"NOL8",2,"blue"
"TNFRSF10C",1,"turquoise"
"CKAP2",2,"blue"
"GABARAP",2,"blue"
"ID1",1,"turquoise"
"CD14",3,"brown"
"CSNK1G2",2,"blue"
"CCR3",1,"turquoise"
"CYBB",2,"blue"
"JUN",1,"turquoise"
"RPL4",5,"green"
"RPSA",2,"blue"
"MMP25",3,"brown"
"TMEM14C",5,"green"
"SLC22A15",3,"brown"
"JAZF1",2,"blue"
"ABHD3",1,"turquoise"
"DAPK2",1,"turquoise"
"TNFRSF1B",2,"blue"
"TSC22D2",2,"blue"
"SIDT2",0,"grey"
"IMPA2",3,"brown"
"FOXC1",1,"turquoise"
"TDRD1",2,"blue"
"DAB2",1,"turquoise"
"FRAT2",3,"brown"
"CCL2",1,"turquoise"
"PPP2R5A",3,"brown"
"BCAS4",4,"yellow"
"SF1",1,"turquoise"
"TLE3",1,"turquoise"
"NUCB1",1,"turquoise"
"TSPAN13",2,"blue"
"CR1",3,"brown"
"MS4A6A",6,"red"
"ABLIM3",1,"turquoise"
"UHMK1",2,"blue"
"KYNU",4,"yellow"
"CD5",4,"yellow"
"IBTK",2,"blue"
"CTAG2",1,"turquoise"
"GPSM3",0,"grey"
"NCR3",4,"yellow"
"RHOG",1,"turquoise"
"FLOT1",1,"turquoise"
"RPL35",1,"turquoise"
"VAMP5",5,"green"
"SPC24",2,"blue"
"PGS1",3,"brown"
"OLIG2",0,"grey"
"ANXA5",2,"blue"
"DOCK10",4,"yellow"
"DOCK8",2,"blue"
"SH3GLB1",3,"brown"
"CD300LF",1,"turquoise"
"TRAT1",2,"blue"
"RASGEF1B",1,"turquoise"
"CD81",4,"yellow"
"NARS",2,"blue"
"CREB1",2,"blue"
"SCGB3A1",1,"turquoise"
"SLC4A7",1,"turquoise"
"NBPF10",2,"blue"
"CTSD",4,"yellow"
"RALB",3,"brown"
"GNA12",1,"turquoise"
"LPIN1",4,"yellow"
"MRPL13",1,"turquoise"
"TBL1X",3,"brown"
"MAOA",1,"turquoise"
"PLA2G7",0,"grey"
"TUBB2A",1,"turquoise"
"CD1D",1,"turquoise"
"OAF",2,"blue"
"SLA",3,"brown"
"CTBS",3,"brown"
"PLSCR3",7,"black"
"ZFP36",0,"grey"
"IFI16",0,"grey"
"CDC42EP2",1,"turquoise"
"TNFRSF25",4,"yellow"
"AP2A1",1,"turquoise"
"PPA2",2,"blue"
"FKBP1A",1,"turquoise"
"CEBPA",3,"brown"
"RAB32",3,"brown"
"PBX1",1,"turquoise"
"TST",3,"brown"
"CCDC23",1,"turquoise"
"FCER1G",1,"turquoise"
"NUCB2",2,"blue"
"TMEM40",1,"turquoise"
"IPP",2,"blue"
"TDRD9",4,"yellow"
"PRAM1",3,"brown"
"HLA-DPA1",1,"turquoise"
"SNRPG",5,"green"
"POLR1D",1,"turquoise"
"FBXL13",3,"brown"
"GYG1",3,"brown"
"ACTR6",1,"turquoise"
"TIPARP",6,"red"
"RAB31",3,"brown"
"RARRES3",4,"yellow"
"KRTCAP2",7,"black"
"NUMB",6,"red"
"DDIT3",6,"red"
"BTLA",4,"yellow"
"KIAA0513",3,"brown"
"SPATA20",1,"turquoise"
"TFEC",1,"turquoise"
"MICALCL",1,"turquoise"
"LAMP2",3,"brown"
"LRP3",3,"brown"
"ADA",2,"blue"
"TXNIP",2,"blue"
"ULK1",3,"brown"
"GDI2",2,"blue"
"OCIAD2",3,"brown"
"SLC15A3",3,"brown"
"BRSK1",4,"yellow"
"PRKDC",4,"yellow"
"JUND",1,"turquoise"
"ZYX",0,"grey"
"SALL3",2,"blue"
"HSDL2",2,"blue"
"NCL",1,"turquoise"
"TRAPPC5",1,"turquoise"
"HAT1",2,"blue"
"RPL34",0,"grey"
"MCTP2",3,"brown"
"RPS3",5,"green"
"VAMP8",5,"green"
"WASF2",1,"turquoise"
"TKT",3,"brown"
"SERPING1",1,"turquoise"
"LAG3",4,"yellow"
"MPPE1",3,"brown"
"ATP5L",1,"turquoise"
"PDLIM1",0,"grey"
"RNF165",4,"yellow"
"HNMT",4,"yellow"
"LOC399900",2,"blue"
"AREG",1,"turquoise"
"PF4",1,"turquoise"
"VSIG4",1,"turquoise"
"HLA-DPB1",2,"blue"
"ASF1A",5,"green"
"TBC1D9",2,"blue"
"RYBP",3,"brown"
"APBB1IP",0,"grey"
"SMA4",1,"turquoise"
"CSF2RA",3,"brown"
"NOG",1,"turquoise"
"ADAM8",3,"brown"
"SHROOM4",2,"blue"
"ATP6V1B2",3,"brown"
"CLEC2B",5,"green"
"CCDC58",2,"blue"
"GPX1",1,"turquoise"
"HIST1H2BE",2,"blue"
"CLTC",2,"blue"
"FYB",2,"blue"
"E2F3",6,"red"
"CTSO",2,"blue"
"SLC12A9",3,"brown"
"RPL10A",5,"green"
"GBP2",8,"pink"
"PTGER2",1,"turquoise"
"TKTL1",0,"grey"
"SELP",1,"turquoise"
"XBP1",1,"turquoise"
"MLF2",0,"grey"
"RGS10",1,"turquoise"
"GMFG",2,"blue"
"ITM2C",4,"yellow"
"CBL",2,"blue"
"NMI",2,"blue"
"JMJD1C",6,"red"
"SLC2A6",7,"black"
"MNDA",3,"brown"
"LILRB2",3,"brown"
"NCAPG2",1,"turquoise"
"HERC6",8,"pink"
"CAMK1",2,"blue"
"SULF2",2,"blue"
"SSBP3",1,"turquoise"
"IL27RA",1,"turquoise"
"PIGY",1,"turquoise"
"TMEM17",2,"blue"
"SYTL3",3,"brown"
"ENO1",2,"blue"
"DENND2D",4,"yellow"
"OPHN1",1,"turquoise"
"VPS37B",0,"grey"
"HOXB2",7,"black"
"PPP1R11",2,"blue"
"HIST1H2BG",1,"turquoise"
"ZNF83",1,"turquoise"
"DACT1",1,"turquoise"
"MGAM",3,"brown"
"IFNG",0,"grey"
"TBC1D4",4,"yellow"
"FAM45A",2,"blue"
"CFLAR",3,"brown"
"FGFR1OP2",2,"blue"
"TXK",4,"yellow"
"LHFPL2",4,"yellow"
"LY86",0,"grey"
"BACH2",4,"yellow"
"WASF3",1,"turquoise"
"PLSCR1",8,"pink"
"ORMDL3",2,"blue"
"FLOT2",3,"brown"
"ACTA2",3,"brown"
"NXT1",5,"green"
"G3BP1",2,"blue"
"TIAM2",1,"turquoise"
"ZFP36L2",6,"red"
"PDE4D",2,"blue"
"CEACAM1",3,"brown"
"PTPN4",1,"turquoise"
"YWHAE",7,"black"
"FGL2",3,"brown"
"CCDC59",1,"turquoise"
"RTN3",3,"brown"
"PTS",1,"turquoise"
"ALOX5AP",3,"brown"
"STK40",0,"grey"
"FNBP4",4,"yellow"
"PTGES",1,"turquoise"
"PJA2",6,"red"
"TMEM107",1,"turquoise"
"GIMAP8",1,"turquoise"
"RBM33",1,"turquoise"
"RSRC2",2,"blue"
"KIR2DS5",1,"turquoise"
"SSBP1",1,"turquoise"
"HES6",1,"turquoise"
"GNAI2",0,"grey"
"PACSIN2",3,"brown"
"LAMP3",8,"pink"
"DDX19A",2,"blue"
"ZHX2",2,"blue"
"SERPINA1",3,"brown"
"GK",3,"brown"
"NOSIP",4,"yellow"
"CD300C",7,"black"
"NRIP3",1,"turquoise"
"NLK",2,"blue"
"KLRC3",1,"turquoise"
"GHRL",2,"blue"
"ISCA1",2,"blue"
"KIAA0319L",3,"brown"
"LSM7",5,"green"
"TNF",5,"green"
"PI16",2,"blue"
"PHLDA1",1,"turquoise"
"NUP214",3,"brown"
"CRIPAK",1,"turquoise"
"SLC14A1",2,"blue"
"PEA15",1,"turquoise"
"PHGDH",1,"turquoise"
"OCIAD1",2,"blue"
"MRPL50",1,"turquoise"
"CTSB",2,"blue"
"COX7C",5,"green"
"NDUFB2",5,"green"
"TRPA1",1,"turquoise"
"CEP57",2,"blue"
"CLNS1A",5,"green"
"PAK1IP1",2,"blue"
"TICAM2",0,"grey"
"RNF138",1,"turquoise"
"ADORA2A",2,"blue"
"MIF",1,"turquoise"
"GFOD1",0,"grey"
"MTHFS",6,"red"
"IFI30",2,"blue"
"IL18",2,"blue"
"SLC16A5",3,"brown"
"CD37",0,"grey"
"RANBP10",1,"turquoise"
"RPL7L1",2,"blue"
"IFI35",8,"pink"
"ATF3",1,"turquoise"
"CDK5R1",2,"blue"
"ZNF581",2,"blue"
"GPR34",1,"turquoise"
"RFX2",1,"turquoise"
"CNOT8",2,"blue"
"NBPF9",1,"turquoise"
"RRAS",2,"blue"
"MS4A1",0,"grey"
"NUDCD2",2,"blue"
"STEAP4",6,"red"
"PA2G4",0,"grey"
"DSC1",1,"turquoise"
"KRCC1",2,"blue"
"ISG20",3,"brown"
"SH3BGRL3",1,"turquoise"
"SHOC2",2,"blue"
"SHARPIN",1,"turquoise"
"FRAT1",3,"brown"
"PHF5A",5,"green"
"CXXC5",0,"grey"
"CHST12",2,"blue"
"IFNAR1",3,"brown"
"FAM96A",1,"turquoise"
"APRT",5,"green"
"ATP6V1A",3,"brown"
"GP1BA",1,"turquoise"
"ABHD13",2,"blue"
"SH3GLB2",2,"blue"
"APOBEC3B",1,"turquoise"
"CYB5R4",2,"blue"
"ZCCHC7",1,"turquoise"
"GRAP",2,"blue"
"P2RY10",1,"turquoise"
"KLF9",1,"turquoise"
"NDUFA12",5,"green"
"ME2",2,"blue"
"SF3B4",0,"grey"
"TRIM21",3,"brown"
"MPZL1",1,"turquoise"
"TRIM56",2,"blue"
"NUDT16",1,"turquoise"
"POLB",8,"pink"
"CEBPB",3,"brown"
"ITPKB",2,"blue"
"TGFA",2,"blue"
"CDR2",4,"yellow"
"MRPL3",2,"blue"
"UBTD1",1,"turquoise"
"ZDHHC18",3,"brown"
"ZNF320",2,"blue"
"ITGAX",3,"brown"
"ALOX5",3,"brown"
"OTX1",1,"turquoise"
"GLTSCR2",4,"yellow"
"RPL22",5,"green"
"ANXA4",2,"blue"
"SLAMF1",4,"yellow"
"PSMC5",2,"blue"
"CCNL1",1,"turquoise"
"SEC24A",2,"blue"
"ATP8B4",3,"brown"
"UBE2H",5,"green"
"DNMT1",4,"yellow"
"MXI1",1,"turquoise"
"CITED2",1,"turquoise"
"PLXDC2",3,"brown"
"GPBAR1",2,"blue"
"SLC45A4",3,"brown"
"MGLL",1,"turquoise"
"RPL27A",5,"green"
"KCNK6",2,"blue"
"VIPR1",2,"blue"
"SYTL4",1,"turquoise"
"RPAIN",5,"green"
"RBX1",2,"blue"
"NFAT5",1,"turquoise"
"DCLRE1C",2,"blue"
"AZIN1",4,"yellow"
"SAMD9",8,"pink"
"SDC4",1,"turquoise"
"BUB3",2,"blue"
"TACSTD2",1,"turquoise"
"TIMP2",3,"brown"
"CBLB",1,"turquoise"
"ENOSF1",1,"turquoise"
"ZNF217",1,"turquoise"
"XAB2",0,"grey"
"EXTL3",3,"brown"
"TGFB1I1",1,"turquoise"
"LPXN",1,"turquoise"
"LTA",4,"yellow"
"GATS",3,"brown"
"FKBP11",4,"yellow"
"COL9A2",1,"turquoise"
"PPP2R5B",1,"turquoise"
"TM9SF2",2,"blue"
"CLU",1,"turquoise"
"TPRKB",2,"blue"
"RPL24",1,"turquoise"
"PLVAP",1,"turquoise"
"DOCK5",3,"brown"
"BOK",2,"blue"
"PHF23",2,"blue"
"RPL12",5,"green"
"KLRG1",2,"blue"
"TAP1",8,"pink"
"FCRL1",1,"turquoise"
"RBM7",2,"blue"
"ZNF22",1,"turquoise"
"TMEM51",1,"turquoise"
"KLC3",1,"turquoise"
"ATG3",2,"blue"
"RFK",2,"blue"
"MARCKSL1",0,"grey"
"RPH3A",1,"turquoise"
"ABTB1",3,"brown"
"IL12B",1,"turquoise"
"KLRC4",1,"turquoise"
"PPT1",2,"blue"
"USF1",2,"blue"
"TSPO",3,"brown"
"NDUFB10",2,"blue"
"LYN",3,"brown"
"FOSL1",1,"turquoise"
"ZFAND2A",5,"green"
"ARHGAP21",4,"yellow"
"CCND2",4,"yellow"
"PRSS23",2,"blue"
"ZNF653",1,"turquoise"
"ZCCHC6",3,"brown"
"CLEC4A",6,"red"
"NUDT21",2,"blue"
"MTMR11",7,"black"
"CD33",2,"blue"
"WDFY1",6,"red"
"CHRNA5",2,"blue"
"GGH",2,"blue"
"PRKRIR",1,"turquoise"
"RHOBTB1",1,"turquoise"
"YEATS4",1,"turquoise"
"MYO1G",1,"turquoise"
"CITED4",1,"turquoise"
"TSEN34",3,"brown"
"BNIP2",6,"red"
"SERTAD1",2,"blue"
"XPO6",3,"brown"
"ANKRA2",1,"turquoise"
"FH",2,"blue"
"CLK4",1,"turquoise"
"HGD",1,"turquoise"
"POLR2A",5,"green"
"GBGT1",1,"turquoise"
"ICAM3",3,"brown"
"INHBA",1,"turquoise"
"FCN1",3,"brown"
"ACTN4",0,"grey"
"CEACAM4",1,"turquoise"
"ANXA2",2,"blue"
"SMEK2",1,"turquoise"
"HLA-DRA",0,"grey"
"PIK3CA",2,"blue"
"ATP6V1G1",1,"turquoise"
"ZNF721",1,"turquoise"
"SLC45A3",1,"turquoise"
"ABLIM1",2,"blue"
"CLEC4C",1,"turquoise"
"MTMR3",3,"brown"
"C3AR1",3,"brown"
"AKAP10",2,"blue"
"IPO8",5,"green"
"FADD",3,"brown"
"RANBP1",1,"turquoise"
"TOR1AIP1",6,"red"
"E2F5",4,"yellow"
"CTNNA1",3,"brown"
"MS4A4A",1,"turquoise"
"MRPL18",1,"turquoise"
"HIST1H2BH",1,"turquoise"
"LITAF",3,"brown"
"PCSK7",4,"yellow"
"ZFPM1",0,"grey"
"PPP3CC",4,"yellow"
"ICAM1",1,"turquoise"
"TNFSF14",3,"brown"
"PREX1",3,"brown"
"TALDO1",3,"brown"
"ENTPD1",3,"brown"
"CD97",3,"brown"
"DDX24",2,"blue"
"MBD6",3,"brown"
"NSUN7",3,"brown"
"IL6R",3,"brown"
"RP2",6,"red"
"RPL23A",1,"turquoise"
"FAM65A",3,"brown"
"CD68",2,"blue"
"PPP1R16B",4,"yellow"
"MYO3B",2,"blue"
"CD72",2,"blue"
"KLHL22",7,"black"
"MPHOSPH10",2,"blue"
"SRPRB",5,"green"
"VDAC2",2,"blue"
"MT1E",0,"grey"
"VPS36",1,"turquoise"
"RNF130",2,"blue"
"UBN1",3,"brown"
"BNIP3",4,"yellow"
"CHD1",2,"blue"
"CFL2",1,"turquoise"
"CD47",1,"turquoise"
"KIF1B",3,"brown"
"TMED3",7,"black"
"TMEM88",4,"yellow"
"RGMA",2,"blue"
"UBE2Q2",1,"turquoise"
"PPCS",1,"turquoise"
"CLPTM1",1,"turquoise"
"SLC24A3",1,"turquoise"
"ZFR",1,"turquoise"
"MAN2A2",3,"brown"
"NT5DC1",2,"blue"
"TRAF3IP3",4,"yellow"
"ACADM",1,"turquoise"
"DENND3",3,"brown"
"ENTPD4",0,"grey"
"GNG7",4,"yellow"
"ETV3",5,"green"
"SLC7A7",4,"yellow"
"NDUFB7",5,"green"
"CSTA",3,"brown"
"PQLC3",1,"turquoise"
"U2AF1",2,"blue"
"CENPB",7,"black"
"SKAP1",4,"yellow"
"CAPZB",2,"blue"
"PINK1",1,"turquoise"
"TYMS",1,"turquoise"
"PRNP",1,"turquoise"
"CD40LG",4,"yellow"
"HSPBAP1",3,"brown"
"PARP14",8,"pink"
"ATG7",3,"brown"
"NAGK",0,"grey"
"PSD4",3,"brown"
"PCTP",2,"blue"
"RTP4",8,"pink"
"ATP5C1",1,"turquoise"
"HMGCR",6,"red"
"NR1H2",2,"blue"
"PAK1",3,"brown"
"LBH",4,"yellow"
"FRY",2,"blue"
"RENBP",0,"grey"
"MBNL1",2,"blue"
"LRIG1",1,"turquoise"
"IMPA1",1,"turquoise"
"EIF2B5",2,"blue"
"CPNE8",1,"turquoise"
"AHSA2",2,"blue"
"SOX8",2,"blue"
"STARD10",1,"turquoise"
"DUSP19",2,"blue"
"DDX58",8,"pink"
"SOCS3",1,"turquoise"
"ZNF337",4,"yellow"
"TM2D1",1,"turquoise"
"FBN2",1,"turquoise"
"AASDHPPT",1,"turquoise"
"RAB11FIP1",3,"brown"
"SLK",2,"blue"
"RPS9",5,"green"
"HRK",1,"turquoise"
"WDR54",4,"yellow"
"HTR2A",1,"turquoise"
"DNAJA3",4,"yellow"
"IMP3",4,"yellow"
"CLDND1",1,"turquoise"
"RXRA",3,"brown"
"RIN2",2,"blue"
"SH3BP5L",3,"brown"
"PLA2G4A",1,"turquoise"
"TBXAS1",3,"brown"
"ANKRD49",1,"turquoise"
"NAP1L5",1,"turquoise"
"ROCK1",2,"blue"
"CLOCK",2,"blue"
"DYNLT1",8,"pink"
"HCK",4,"yellow"
"SF3A2",0,"grey"
"XCL1",1,"turquoise"
"SDAD1",1,"turquoise"
"CHMP5",6,"red"
"MCL1",3,"brown"
"COBLL1",4,"yellow"
"GIMAP4",2,"blue"
"MSRA",3,"brown"
"TNIP1",1,"turquoise"
"BRI3",0,"grey"
"TSN",2,"blue"
"CCNG1",2,"blue"
"ENY2",1,"turquoise"
"PDZD8",3,"brown"
"KLRC1",1,"turquoise"
"ARL2",7,"black"
"TCP11L2",1,"turquoise"
"ICAM4",1,"turquoise"
"ERO1L",3,"brown"
"STK4",3,"brown"
"ATF1",2,"blue"
"DPEP3",1,"turquoise"
"CAPNS1",0,"grey"
"LHPP",2,"blue"
"LEPROTL1",1,"turquoise"
"EIF5A",2,"blue"
"KLRD1",0,"grey"
"NGFRAP1",1,"turquoise"
"SIPA1L3",1,"turquoise"
"BCKDHA",7,"black"
"STAT3",3,"brown"
"DCTN4",2,"blue"
"HDAC1",7,"black"
"RNASE4",1,"turquoise"
"CETP",1,"turquoise"
"RIPK2",2,"blue"
"ANTXR2",3,"brown"
"UBR2",3,"brown"
"DPP4",2,"blue"
"ZNF514",3,"brown"
"ZNF148",3,"brown"
"CDC5L",2,"blue"
"SEC24D",2,"blue"
"ZDHHC8",4,"yellow"
"ZMAT3",2,"blue"
"LDLRAP1",2,"blue"
"SELK",1,"turquoise"
"UROS",7,"black"
"TIMM8B",2,"blue"
"HOXD3",1,"turquoise"
"POLE4",5,"green"
"EGF",1,"turquoise"
"PFKFB2",1,"turquoise"
"LTB4R",3,"brown"
"PTEN",6,"red"
"CHI3L1",1,"turquoise"
"MT1F",4,"yellow"
"OAS2",8,"pink"
"GSTM3",1,"turquoise"
"SPSB3",7,"black"
"SLC35A1",6,"red"
"GLUL",1,"turquoise"
"RNASET2",3,"brown"
"SNN",4,"yellow"
"ATG16L2",3,"brown"
"IFRD1",4,"yellow"
"PLAC8",1,"turquoise"
"TUBD1",2,"blue"
"DDT",1,"turquoise"
"PARP1",1,"turquoise"
"JAK1",1,"turquoise"
"RALBP1",3,"brown"
"SLC37A3",3,"brown"
"LGALS1",5,"green"
"FBXO6",8,"pink"
"FAS",2,"blue"
"RGS1",1,"turquoise"
"UBAP1",1,"turquoise"
"LRRC37A2",1,"turquoise"
"CLIC4",2,"blue"
"PRKCDBP",1,"turquoise"
"IGSF6",3,"brown"
"GRAP2",0,"grey"
"CYP4F3",1,"turquoise"
"YPEL5",6,"red"
"IGFBP7",2,"blue"
"GNA15",2,"blue"
"GNAI3",2,"blue"
"SCOC",1,"turquoise"
"IRF1",3,"brown"
"ARF3",5,"green"
"TTC7B",1,"turquoise"
"AQP12A",2,"blue"
"SYT11",1,"turquoise"
"MTSS1",1,"turquoise"
"LSM1",0,"grey"
"MYO1F",3,"brown"
"TMED4",2,"blue"
"NARF",3,"brown"
"SCARB2",2,"blue"
"PDE4B",1,"turquoise"
"SUSD3",4,"yellow"
"OAS3",0,"grey"
"ANXA1",6,"red"
"UGP2",2,"blue"
"TSPAN7",1,"turquoise"
"ST6GALNAC2",3,"brown"
"MRPL1",2,"blue"
"AARS",4,"yellow"
"ATIC",4,"yellow"
"SMAD1",1,"turquoise"
"GYPA",1,"turquoise"
"HMGN4",1,"turquoise"
"RNASEL",6,"red"
"STOM",4,"yellow"
"DSPP",1,"turquoise"
"TSC22D1",1,"turquoise"
"ICAM2",4,"yellow"
"THAP11",4,"yellow"
"VASP",4,"yellow"
"RFESD",1,"turquoise"
"MRPL48",2,"blue"
"ATP5D",2,"blue"
"KLHL3",4,"yellow"
"LIN7A",3,"brown"
"SF3A3",7,"black"
"KLHDC2",2,"blue"
"FHL2",1,"turquoise"
"LAX1",4,"yellow"
"THAP2",1,"turquoise"
"STX2",4,"yellow"
"MICAL2",1,"turquoise"
"FCF1",2,"blue"
"TGM2",1,"turquoise"
"SNX27",3,"brown"
"CD151",1,"turquoise"
"ADAM10",2,"blue"
"ACP1",2,"blue"
"DEXI",4,"yellow"
"SUB1",1,"turquoise"
"CARD11",1,"turquoise"
"TBC1D14",3,"brown"
"GPR128",1,"turquoise"
"ACP5",1,"turquoise"
"PRDX5",1,"turquoise"
"PPP2R1A",0,"grey"
"UBE2W",2,"blue"
"EIF1B",4,"yellow"
"CUEDC1",3,"brown"
"MBTD1",2,"blue"
"IKZF3",2,"blue"
"GAA",3,"brown"
"ABCA13",1,"turquoise"
"REEP5",1,"turquoise"
"ZNF681",2,"blue"
"LSM2",5,"green"
"RAP2C",2,"blue"
"UBL7",1,"turquoise"
"SPTLC2",3,"brown"
"ATF4",2,"blue"
"THBD",1,"turquoise"
"TM6SF1",3,"brown"
"TLE4",6,"red"
"ZCCHC10",2,"blue"
"EFHC2",4,"yellow"
"EIF4E3",3,"brown"
"GRB2",3,"brown"
"LRRC6",1,"turquoise"
"FBXO33",6,"red"
"EPB41",1,"turquoise"
"RPS20",1,"turquoise"
"DNAJC10",1,"turquoise"
"CLDND2",2,"blue"
"ZRANB1",1,"turquoise"
"APH1B",3,"brown"
"SELM",2,"blue"
"DUSP3",4,"yellow"
"CTNNB1",2,"blue"
"JAK2",3,"brown"
"NMD3",1,"turquoise"
"KCNE3",1,"turquoise"
"PTOV1",0,"grey"
"SERPINB9",1,"turquoise"
"TCIRG1",1,"turquoise"
"TIA1",5,"green"
"LSP1",1,"turquoise"
"RPS15",5,"green"
"VCL",3,"brown"
"TUBB",4,"yellow"
"SLC9A1",3,"brown"
"CNDP2",7,"black"
"SLC6A6",3,"brown"
"ALDOC",2,"blue"
"MN1",1,"turquoise"
"MAPK14",1,"turquoise"
"STOML2",5,"green"
"AP3M2",4,"yellow"
"SLC36A1",2,"blue"
"SLC22A16",1,"turquoise"
"SLC15A4",6,"red"
"LAMP1",2,"blue"
"TSC22D4",0,"grey"
"COPS2",2,"blue"
"ZNF23",2,"blue"
"VAMP2",0,"grey"
"KIAA1279",2,"blue"
"SNX7",1,"turquoise"
"DCTN6",2,"blue"
"ZNFX1",3,"brown"
"HAVCR2",2,"blue"
"TAF15",2,"blue"
"SEC61B",1,"turquoise"
"GPX7",4,"yellow"
"RABGGTB",1,"turquoise"
"RPA1",0,"grey"
"SVIL",1,"turquoise"
"TFDP2",1,"turquoise"
"OGT",1,"turquoise"
"PQLC1",1,"turquoise"
"SERINC1",2,"blue"
"XPO1",1,"turquoise"
"TNFRSF10A",2,"blue"
"XPO4",2,"blue"
"CDKN2D",1,"turquoise"
"EGR3",1,"turquoise"
"BOLA2",2,"blue"
"CD248",1,"turquoise"
"DRAP1",2,"blue"
"DIRC2",3,"brown"
"GBA",3,"brown"
"FZD2",0,"grey"
"IMMT",1,"turquoise"
"PYHIN1",4,"yellow"
"MAP4K1",2,"blue"
"OGFR",0,"grey"
